codigo,descripcion,Autorizado presupuesto,imputado mes,imputado acumulado,saldo a imputar,pagado mes,pagado acumulado,saldo a pagar
1.01.03.02.05.00.000,VARIOS,"29.000,00","12.800,00","12.800,00","16.200,00","0,00","0,00","12.800,00"
1.01.03.03.01.00.000,EDIFICIO MUNICIPAL,"750.000,00","2.299,00","6.795,00","743.205,00","6.559,00","6.559,00","236,00"
1.01.03.03.02.00.000,SEGURIDAD CIUDADANA,"15.000,00","0,00","0,00","15.000,00","0,00","0,00","0,00"
1.01.03.03.04.00.000,GUARDERIA MUNICIPAL,"8.000,00","0,00","0,00","8.000,00","0,00","0,00","0,00"
1.01.03.03.05.00.000,SALON CULTURAL,"20.000,00","0,00","0,00","20.000,00","0,00","0,00","0,00"
1.01.03.03.07.00.000,OFICINA DE FALTAS,"145.000,00","0,00","0,00","145.000,00","0,00","0,00","0,00"
1.01.03.04.00.00.000,PUBLICACIONES Y PROPAGANDA,"815.000,00","23.050,00","64.232,00","750.768,00","28.350,00","28.350,00","35.882,00"
1.01.03.05.01.00.000,SEGUROS VEHICULOS MAQ. Y ED. MUNICIPALES,"400.000,00","31.966,00","63.779,00","336.221,00","31.966,00","31.966,00","31.813,00"
1.01.03.05.02.00.000,DEBITOS BANCARIOS Y COMISIONES,"100.000,00","0,00","0,00","100.000,00","0,00","0,00","0,00"
1.01.03.05.03.00.000,COMISIONES Y TIMBRADOS,"500.000,00","21.760,50","53.221,70","446.778,30","26.071,20","31.461,20","21.760,50"
1.01.03.06.01.00.000,ALQUILERES DE MAQUINARIAS VIALES,"600.000,00","45.500,00","138.420,00","461.580,00","0,00","0,00","138.420,00"
1.01.03.06.02.00.000,ALQUILER DE CAMIONES,"1450.000,00","39.300,00","113.125,00","1336.875,00","3.900,00","3.900,00","109.225,00"
1.01.03.06.03.00.000,ALQUILER INM. CORREA ARGENTINO,"40.000,00","6.000,00","12.000,00","28.000,00","12.000,00","12.000,00","0,00"
1.01.03.06.04.00.000,ALQUILER DE INM muca,"40.000,00","0,00","4.206,00","35.794,00","4.206,00","4.206,00","0,00"
1.01.03.06.05.00.000,ALQUILER DE predio deposito de ramas,"500.000,00","0,00","0,00","500.000,00","0,00","0,00","0,00"
1.01.03.06.06.00.000,ALQUILER DE IMPLEMENTO PARA EVENTOS,"78.000,00","0,00","0,00","78.000,00","0,00","0,00","0,00"
1.01.03.06.07.00.000,OTROS ALQUILERES,"231.000,00","3.000,00","23.825,00","207.175,00","17.800,00","17.800,00","6.025,00"
1.01.03.07.01.00.000,Gastos judiciales - MUltas,"150.000,00","771,79","771,79","149.228,21","771,79","771,79","0,00"
1.01.03.07.02.00.000,honorarios procuracion,"700.000,00","0,00","0,00","700.000,00","0,00","0,00","0,00"
1.01.03.08.00.00.000,VIATICOS Y MOVILIDAD,"120.000,00","19.276,59","19.276,59","100.723,41","6.354,09","6.354,09","12.922,50"
1.01.03.09.00.00.000,"ESTUDIO,INVESTIGACION Y ASIST. TECNICA","190.000,00","26.900,00","26.900,00","163.100,00","0,00","0,00","26.900,00"
1.01.03.10.01.00.000,IMPRESION DE CEDULONES Y FORMULARIOS VARIOS,"250.000,00","13.000,00","42.450,00","207.550,00","0,00","0,00","42.450,00"
1.01.03.10.02.00.000,INSUMOS DE LICENCIAS,"200.000,00","0,00","25.984,00","174.016,00","11.200,00","11.200,00","14.784,00"
1.01.03.10.03.00.000,IMPRESION DE CERTIFICADOS DE TALLERES,"15.000,00","0,00","0,00","15.000,00","0,00","0,00","0,00"
1.01.03.10.04.00.000,PASACALLES Y CARTELES,"60.000,00","0,00","3.600,00","56.400,00","3.600,00","3.600,00","0,00"
1.01.03.10.05.00.000,IMPRESIONES VARIAS,"30.000,00","6.192,00","8.070,00","21.930,00","7.830,00","7.830,00","240,00"
1.01.03.11.01.00.000,PALA CARGADORA MUNICIPAL,"60.000,00","0,00","0,00","60.000,00","0,00","0,00","0,00"
1.01.03.11.02.00.000,MOTONIVELADORA MUNICIPAL (2),"85.000,00","600,00","600,00","84.400,00","400,00","400,00","200,00"
1.01.03.11.03.00.000,CAMION FORD 14000,"60.000,00","0,00","0,00","60.000,00","0,00","0,00","0,00"
1.01.03.11.04.00.000,FORD RANGER,"30.000,00","0,00","0,00","30.000,00","0,00","0,00","0,00"
1.01.03.11.05.00.000,FIAT FIORINO (GOBIERNO),"10.000,00","0,00","0,00","10.000,00","0,00","0,00","0,00"
1.01.03.11.06.00.000,RENAULT EXPRESS (COMPRAS),"30.000,00","0,00","0,00","30.000,00","0,00","0,00","0,00"
1.01.03.11.07.00.000,FIAT PALIO (OBRAS PRIVADAS),"30.000,00","0,00","0,00","30.000,00","0,00","0,00","0,00"
1.01.03.11.08.00.000,CAMION COMPACTADOR (RECOLCT. DE RESIDUOS),"80.000,00","500,00","500,00","79.500,00","500,00","500,00","0,00"
1.01.03.11.09.00.000,TRACTOR HANOMAG0,"10.000,00","0,00","0,00","10.000,00","0,00","0,00","0,00"
1.01.03.11.10.00.000,FORD F100 HIDROELEVADOR (ALUMBRADO),"60.000,00","0,00","24.538,58","35.461,42","3.000,00","24.538,58","0,00"
1.01.03.11.11.00.000,RENAULT MASTER,"30.000,00","0,00","0,00","30.000,00","0,00","0,00","0,00"
1.01.03.11.12.00.000,CAMION SCANIA (AGUA),"50.000,00","3.000,00","8.960,00","41.040,00","8.960,00","8.960,00","0,00"
1.01.03.11.13.00.000,RENAULT KANGO (espacios verdes),"20.000,00","0,00","0,00","20.000,00","0,00","0,00","0,00"
1.01.03.11.14.00.000,Renaulet Kango (medio ambente),"15.000,00","0,00","0,00","15.000,00","0,00","0,00","0,00"
1.01.03.11.15.00.000,Ford F 100 (servicios publicos),"10.000,00","0,00","0,00","10.000,00","0,00","0,00","0,00"
1.01.03.11.16.00.000,Reparacion Maq (espacios verdes),"15.000,00","0,00","1.580,00","13.420,00","1.580,00","1.580,00","0,00"
1.01.03.11.17.00.000,otros vehiculos,"50.000,00","0,00","1.350,00","48.650,00","1.350,00","1.350,00","0,00"
1.01.03.12.01.00.000,SERV. RECOLECC. Y TRASLADOS DE RESIDUOS,"2400.000,00","0,00","0,00","2400.000,00","0,00","0,00","0,00"
1.01.03.12.02.00.000,SERVICIOS PUBLICOS VARIOS,"100.000,00","0,00","0,00","100.000,00","0,00","0,00","0,00"
1.01.03.13.00.00.000,ALUMBRADO PUBLICO,"220.000,00","0,00","100.914,00","119.086,00","100.914,00","100.914,00","0,00"
1.01.03.14.00.00.000,"PREMIOS, ADHESIONES Y OTROS SIMILARES","15.000,00","0,00","0,00","15.000,00","0,00","0,00","0,00"
1.01.03.15.00.00.000,HOMENAJES Y CORTESIAS,"180.000,00","9.609,01","14.409,01","165.590,99","3.009,01","3.009,01","11.400,00"
1.01.03.16.00.00.000,OTROS SERVICIOS,"800.000,00","99.790,44","166.167,69","633.832,31","113.177,25","113.177,25","52.990,44"
1.01.03.17.00.00.000,DEUDAS POR SERVICIOS EJERCICIOS ANTERIORES,"3500.000,00","114.112,75","1922.568,99","1577.431,01","724.690,93","1017.971,68","904.597,31"
1.01.03.18.00.00.000,CREDITO ADICIONAL P/ REFUERZO DE PARTIDA,"4000.000,00","0,00","0,00","4000.000,00","0,00","0,00","0,00"
1.01.03.22.01.00.000,REPARACIONES VEHICULOS SEG. CIUDADANA,"70.000,00","7.992,37","8.712,37","61.287,63","8.712,37","8.712,37","0,00"
1.01.03.22.02.00.000,HOMENAJES Y CORTESIAS SEG. CIUDADANIA,"20.000,00","0,00","218,00","19.782,00","218,00","218,00","0,00"
1.01.03.22.03.00.000,OTROS SERVICIOS SEG. CIUDADANA,"50.000,00","5.313,00","8.158,00","41.842,00","3.545,00","3.545,00","4.613,00"
1.01.03.23.01.00.000,DISTRIBUCION DE AGUA,"140.000,00","0,00","0,00","140.000,00","0,00","0,00","0,00"
1.01.03.23.02.00.000,RIEGO DE CALLES,"280.000,00","0,00","6.800,00","273.200,00","0,00","6.800,00","0,00"
1.01.03.24.00.00.000,OTROS SERVICIOS NO PERSONAL,"10.000,00","0,00","0,00","10.000,00","0,00","0,00","0,00"
1.01.03.25.01.00.000,Reparacion vehiculos efensa civil,"30.000,00","4.340,00","4.340,00","25.660,00","0,00","0,00","4.340,00"
1.01.03.25.02.00.000,Serv Personal Def Civil,"60.000,00","45.000,00","45.000,00","15.000,00","0,00","0,00","45.000,00"
1.01.03.25.03.00.000,Otros Servicios Defensa Civil,"10.000,00","1.240,61","1.330,61","8.669,39","90,00","90,00","1.240,61"
1.01.03.26.00.00.000,Servicios Area Ambiente,"30.000,00","0,00","0,00","30.000,00","0,00","0,00","0,00"
1.02.00.00.00.00.000,INTERESES Y GASTOS DE LA DEUDA,"485.000,00","23.742,37","85.947,37","399.052,63","62.205,00","62.205,00","23.742,37"
1.02.04.00.00.00.000,INTERESES Y GASTOS DE LA DEUDA,"485.000,00","23.742,37","85.947,37","399.052,63","62.205,00","62.205,00","23.742,37"
1.02.04.02.00.00.000,CON ORG. PCIALES. BCO. PCIA. DE Y/O macro,"30.000,00","0,00","0,00","30.000,00","0,00","0,00","0,00"
1.02.04.04.00.00.000,CON OTROS ORGANISMOS,"20.000,00","0,00","0,00","20.000,00","0,00","0,00","0,00"
1.02.04.05.00.00.000,DIFER. CAMBIO MONEDA EXTRANJERA,"5.000,00","0,00","0,00","5.000,00","0,00","0,00","0,00"
1.02.04.06.00.00.000,CREDITO ADICIONAL P/REFUERZO DE PARTIDA,"30.000,00","0,00","0,00","30.000,00","0,00","0,00","0,00"
1.02.04.08.00.00.000,APORTES 1% FONDO PERMANENTE,"400.000,00","23.742,37","85.947,37","314.052,63","62.205,00","62.205,00","23.742,37"
1.03.00.00.00.00.000,TRANSFERENCIAS,"14772.000,00","136.023,56","1811.688,82","12960.311,18","415.452,46","1173.106,62","638.582,20"
1.03.05.00.00.00.000,TRANSF.P/FINANCIAN EROGAC.CORRIENTES,"14772.000,00","136.023,56","1811.688,82","12960.311,18","415.452,46","1173.106,62","638.582,20"
1.03.05.01.01.00.000,"0,5% APORTE ENTE DE COOPERACION RECIPROCA","200.000,00","11.871,19","42.973,69","157.026,31","31.102,50","31.102,50","11.871,19"
1.03.05.01.02.00.000,a entes intercomunales,"30.000,00","0,00","0,00","30.000,00","0,00","0,00","0,00"
1.03.05.01.04.00.000,OTROS DE SECTOR PUBLICO,"30.000,00","0,00","0,00","30.000,00","0,00","0,00","0,00"
1.03.05.01.05.00.000,CONSERVACION DE FLORA Y FAUNA,"20.000,00","2.225,00","2.225,00","17.775,00","0,00","0,00","2.225,00"
1.03.05.01.07.01.000,FOMMEP,"54.000,00","0,00","0,00","54.000,00","0,00","0,00","0,00"
1.03.05.01.07.02.000,Otros gastos Policia,"30.000,00","5.090,00","6.890,00","23.110,00","1.020,00","1.020,00","5.870,00"
1.03.05.01.08.00.000,SUBSIDIOS A INSTITUCIONES LOCALES,"70.000,00","5.000,00","15.000,00","55.000,00","6.000,00","6.000,00","9.000,00"
1.03.05.02.01.00.000,Asistencia sectores carenciados,"300.000,00","0,00","2.547,24","297.452,76","1.200,00","1.200,00","1.347,24"
1.03.05.02.02.00.000,SERV. FUNEBRE Y COMPRA DE ATAUDES,"30.000,00","950,00","950,00","29.050,00","0,00","0,00","950,00"
1.03.05.02.03.00.000,SUBVENCIONES Y SUBSIDIOS,"440.000,00","9.785,00","76.717,59","363.282,41","23.449,59","23.449,59","53.268,00"
1.03.05.02.03.01.000,SUBSIDIOS VARIOS,"420.000,00","9.785,00","76.717,59","343.282,41","23.449,59","23.449,59","53.268,00"
1.03.05.02.03.01.001,BECAS POR ESTUDIOS,"20.000,00","0,00","0,00","20.000,00","0,00","0,00","0,00"
1.03.05.02.03.01.002,OTROS SUBSIDIOS,"300.000,00","1.780,00","58.062,59","241.937,41","10.039,59","10.039,59","48.023,00"
1.03.05.02.03.01.003,AYUDA ECONOMICA,"100.000,00","8.005,00","18.655,00","81.345,00","13.410,00","13.410,00","5.245,00"
1.03.05.02.03.02.000,SUBSIDIOS BOMBEROS VOLUNTARIOS,"20.000,00","0,00","0,00","20.000,00","0,00","0,00","0,00"
1.03.05.02.04.00.000,GASTOS DEPORTIVOS Y RECREACION,"1030.000,00","36.181,72","175.687,19","854.312,81","35.564,47","35.564,47","140.122,72"
1.03.05.02.04.01.000,FIESTAS PATRONALES,"300.000,00","0,00","0,00","300.000,00","0,00","0,00","0,00"
1.03.05.02.04.02.000,CARNAVALES INFANTILES,"350.000,00","0,00","0,00","350.000,00","0,00","0,00","0,00"
1.03.05.02.04.03.000,FIESTA DIA DE LA MADRE,"30.000,00","0,00","0,00","30.000,00","0,00","0,00","0,00"
1.03.05.02.04.04.000,OTROS EVENTOS DE RECREACION,"50.000,00","0,00","0,00","50.000,00","0,00","0,00","0,00"
1.03.05.02.04.05.000,"GASTOS DEPORTIVOS (FUTBOL, HOCKEY, VOLEY, ETC","100.000,00","0,00","0,00","100.000,00","0,00","0,00","0,00"
1.03.05.02.04.06.000,ESCUELAS MUNICIPALES DE VERANO E INVIERNO,"200.000,00","36.181,72","175.687,19","24.312,81","35.564,47","35.564,47","140.122,72"
1.03.05.02.05.00.000,GASTOS CULTURALES,"210.000,00","13.720,00","24.220,00","185.780,00","11.700,00","11.700,00","12.520,00"
1.03.05.02.05.01.000,MUSEO A CIELO ABIERTO,"150.000,00","300,00","10.800,00","139.200,00","10.500,00","10.500,00","300,00"
1.03.05.02.05.02.000,JORNADAS Y EVENTOS CULTURALES,"60.000,00","13.420,00","13.420,00","46.580,00","1.200,00","1.200,00","12.220,00"
1.03.05.02.06.00.000,OTROS,"95.000,00","1.428,00","1.428,00","93.572,00","788,00","788,00","640,00"
1.03.05.02.06.01.000,DEVOLUCIONES TASA A LA PROPIEDAD,"30.000,00","0,00","0,00","30.000,00","0,00","0,00","0,00"
1.03.05.02.06.02.000,DEVOLUCIONES IMPUESTOS A LOS AUTOMOTORES,"10.000,00","788,00","788,00","9.212,00","788,00","788,00","0,00"
1.03.05.02.06.03.000,DEVOLUCIONES VARIAS,"5.000,00","640,00","640,00","4.360,00","0,00","0,00","640,00"
1.03.05.02.06.04.000,DEVOLUCION CONVENIO GAS ORD. 558/2011,"50.000,00","0,00","0,00","50.000,00","0,00","0,00","0,00"
1.03.05.02.07.00.000,CREDITO ADICIONAL PARA ESFUERZO DE PARTIDA,"1200.000,00","0,00","0,00","1200.000,00","0,00","0,00","0,00"
1.03.05.02.08.00.000,EGRESOS PLAN SUMAR,"30.000,00","0,00","0,00","30.000,00","0,00","0,00","0,00"
1.03.05.02.09.00.000,PROGRAMAS DE EMPLEOS MUNICIPALES,"6000.000,00","0,00","0,00","6000.000,00","0,00","0,00","0,00"
1.03.05.02.10.00.000,CONCEJO MUNICIPAL DE LA MUJER,"3.000,00","0,00","0,00","3.000,00","0,00","0,00","0,00"
1.03.05.02.11.00.000,DEUDAS EJERCICIOS ANTERIORES,"5000.000,00","49.772,65","1463.050,11","3536.949,89","304.627,90","1062.282,06","400.768,05"
2.00.00.00.00.00.000,EROGACIONES DE CAPITAL,"46735.000,00","947.069,13","7023.011,53","39711.988,47","4317.829,08","5763.141,44","1259.870,09"
2.01.00.00.00.00.000,INVERSION FISICA,"27610.000,00","658.749,86","1275.579,95","26334.420,05","696.759,55","990.941,91","284.638,04"
2.01.07.00.00.00.000,BIENES DE CAPITAL,"2770.000,00","278.545,33","436.378,02","2333.621,98","263.013,96","268.863,96","167.514,06"
2.01.07.01.00.00.000,MAQUINARIAS Y EQUIPOS,"1500.000,00","236.402,10","377.842,10","1122.157,90","236.402,10","236.402,10","141.440,00"
2.01.07.02.00.00.000,MUEBLES Y EQUIPO DE OFICINA,"200.000,00","17.422,00","17.422,00","182.578,00","17.422,00","17.422,00","0,00"
2.01.07.03.00.00.000,MEDIOS DE TRANSPORTE,"500.000,00","0,00","0,00","500.000,00","0,00","0,00","0,00"
2.01.07.05.00.00.000,COLECCIONES Y ELEMENTOS PARA BIBLIOTECA Y MS.,"20.000,00","0,00","1.000,00","19.000,00","0,00","0,00","1.000,00"
2.01.07.06.00.00.000,HERRAMIENTAS Y SIMILARES,"50.000,00","1.145,23","1.498,06","48.501,94","0,00","0,00","1.498,06"
2.01.07.07.00.00.000,TERRENOS,"10.000,00","0,00","0,00","10.000,00","0,00","0,00","0,00"
2.01.07.09.01.00.000,BIENES DE CAPITAL SEGURIDAD CIUDADANA,"60.000,00","23.576,00","32.765,86","27.234,14","9.189,86","9.189,86","23.576,00"
2.01.07.09.03.00.000,OTROS BIENES DE CAPITAL,"30.000,00","0,00","0,00","30.000,00","0,00","0,00","0,00"
2.01.07.10.00.00.000,DEUDAS P/BIENES DE CAPITAL EJ.ANT.,"200.000,00","0,00","5.850,00","194.150,00","0,00","5.850,00","0,00"
2.01.07.11.00.00.000,CREDITO ADICIONAL P/REFUERZO DE PARTIDA,"200.000,00","0,00","0,00","200.000,00","0,00","0,00","0,00"
2.01.08.00.00.00.000,TRABAJOS PUBLICOS,"24840.000,00","380.204,53","839.201,93","24000.798,07","433.745,59","722.077,95","117.123,98"
2.01.08.01.02.00.000,POR ADMINISTRACION,"24840.000,00","380.204,53","839.201,93","24000.798,07","433.745,59","722.077,95","117.123,98"
2.01.08.01.02.01.000,OBRA:Alumbrado Publico (cont por mejoras),"400.000,00","0,00","0,00","400.000,00","0,00","0,00","0,00"
2.01.08.01.02.02.000,obra cordon cuneta (cont por mejoras),"1000.000,00","0,00","0,00","1000.000,00","0,00","0,00","0,00"
2.01.08.01.02.04.000,OBRA:Polideportivo centro (mant e intalacione,"300.000,00","0,00","0,00","300.000,00","0,00","0,00","0,00"
2.01.08.01.02.05.000,OBRA:Mantenimiento Salon Municipal,"250.000,00","0,00","0,00","250.000,00","0,00","0,00","0,00"
2.01.08.01.02.06.000,OBRA:Mejoramiento Espacios Verdes,"200.000,00","11.000,00","11.100,00","188.900,00","100,00","100,00","11.000,00"
2.01.08.01.02.07.000,OBRA:Mantenimineto de Calles en general,"3000.000,00","0,00","1.900,00","2998.100,00","1.900,00","1.900,00","0,00"
2.01.08.01.02.08.000,OBRA:Mantenimiento Y Mej Edif Pub Municipales,"590.000,00","12.275,53","46.929,12","543.070,88","36.076,57","36.076,57","10.852,55"
2.01.08.01.02.08.002,Obra:Mantenimiento y Mej Edif Seg Ciud.,"90.000,00","0,00","405,00","89.595,00","405,00","405,00","0,00"
2.01.08.01.02.08.003,Obra:Mant y Mej. Otros Edif Municipales,"250.000,00","9.602,53","15.377,53","234.622,47","5.814,98","5.814,98","9.562,55"
2.01.08.01.02.08.004,Obra:Mantenimiento y Mejora Sede Edif Munic.,"250.000,00","2.673,00","31.146,59","218.853,41","29.856,59","29.856,59","1.290,00"
2.01.08.01.02.09.000,OBRA: Mantenimiento Alumbrado Publico,"1100.000,00","20.323,00","64.433,99","1035.566,01","12.931,35","12.931,35","51.502,64"
2.01.08.01.02.11.000,OBRA Mantenim.y mejoras de otros edif locales,"100.000,00","0,00","0,00","100.000,00","0,00","0,00","0,00"
2.01.08.01.02.12.000,OBRA costanera municipal etapa II,"1500.000,00","0,00","0,00","1500.000,00","0,00","0,00","0,00"
2.01.08.01.02.13.000,Obras Menores,"800.000,00","330.106,00","330.106,00","469.894,00","329.500,00","329.500,00","606,00"
2.01.08.01.02.14.000,Deudas de Obras Ejercicio Anterior,"2000.000,00","6.500,00","364.732,82","1635.267,18","33.237,67","321.570,03","43.162,79"
2.01.08.01.02.16.000,Obra:Gas Nat(B. Centro.Cig.Valle Sol.M.Golf),"7000.000,00","0,00","0,00","7000.000,00","0,00","0,00","0,00"
2.01.08.01.02.17.000,obra Playon Deportivo L.LUGONES (EL TALAR),"100.000,00","0,00","0,00","100.000,00","0,00","0,00","0,00"
2.01.08.01.02.18.000,obra Convenio Gobierno de la Provincia,"1500.000,00","0,00","0,00","1500.000,00","0,00","0,00","0,00"
2.01.08.01.02.19.000,OBRAS Convenios - Gobierno de la Nacion,"1500.000,00","0,00","0,00","1500.000,00","0,00","0,00","0,00"
2.01.08.01.02.20.000,Obra Fondo Fderal Solidario,"1500.000,00","0,00","0,00","1500.000,00","0,00","0,00","0,00"
2.01.08.01.02.21.000,Obra Mantenimiento escuelas(FOMEDEEP),"250.000,00","0,00","0,00","250.000,00","0,00","0,00","0,00"
2.01.08.01.02.22.000,F.D.Urbano C.C.V. del Sol,"1650.000,00","0,00","20.000,00","1630.000,00","20.000,00","20.000,00","0,00"
2.01.08.01.02.23.000,Obra Ambiente- Reciclado,"100.000,00","0,00","0,00","100.000,00","0,00","0,00","0,00"
2.01.08.01.02.24.000,Plan remodelacion de plazas,"0,00","0,00","0,00","0,00","0,00","0,00","0,00"
2.01.08.01.02.25.000,fondo desarrollo urbano 2017,"0,00","0,00","0,00","0,00","0,00","0,00","0,00"
2.03.00.00.00.00.000,AMORTIZACION DE LA DEUDA,"19125.000,00","288.319,27","5747.431,58","13377.568,42","3621.069,53","4772.199,53","975.232,05"
2.03.10.00.00.00.000,AMORTIZACION DE LA DEUDA,"19125.000,00","288.319,27","5747.431,58","13377.568,42","3621.069,53","4772.199,53","975.232,05"
2.03.10.02.02.00.000,OTROS BCO.PCIA.CBA. Y/O macro,"20.000,00","0,00","0,00","20.000,00","0,00","0,00","0,00"
2.03.10.02.03.00.000,AMORTIZACION DEUDA PACTO FISCAL III,"160.000,00","1.975,56","5.926,68","154.073,32","3.951,12","3.951,12","1.975,56"
2.03.10.02.04.00.000,AMORTIZACION DEUDAS PROVEEDORES VARIOS,"800.000,00","13.920,00","728.059,40","71.940,60","24.991,62","27.226,62","700.832,78"
2.03.10.02.05.00.000,AMORTIZACION CREDITO FONDO PERMANENTE,"500.000,00","35.000,00","105.000,00","395.000,00","70.000,00","70.000,00","35.000,00"
2.03.10.02.06.00.000,Amortizacion Anticipos de CooparticipM-^Ecion,"1500.000,00","0,00","344.444,45","1155.555,55","344.444,45","344.444,45","0,00"
2.03.10.02.07.00.000,AMORTIZACION JUICIO MSB CONST MUNICIPALIDAD,"8600.000,00","237.423,71","1165.106,05","7434.893,95","927.682,34","927.682,34","237.423,71"
2.03.10.02.08.00.000,AMORTIZACION DEUDA CATASTROFE CLIMATOLOGICA,"7000.000,00","0,00","3398.895,00","3601.105,00","2250.000,00","3398.895,00","0,00"
2.03.10.02.09.00.000,Amortizacion Fondo Desarrollo Urbano,"495.000,00","0,00","0,00","495.000,00","0,00","0,00","0,00"
2.03.10.04.02.00.000,OTROS CREDITOS-BID,"50.000,00","0,00","0,00","50.000,00","0,00","0,00","0,00"
3.00.00.00.00.00.000,Salud Erogaciones Corrientes,"2789.180,00","215.493,83","637.727,19","2151.452,81","508.792,60","524.634,48","113.092,71"
3.01.00.00.00.00.000,Funcionamiento,"2489.180,00","210.993,83","633.227,19","1855.952,81","504.292,60","520.134,48","113.092,71"
3.01.01.00.00.00.000,Personal,"988.180,00","0,00","0,00","988.180,00","0,00","0,00","0,00"
3.01.01.01.01.00.000,Sueldos Basicos,"762.180,00","0,00","0,00","762.180,00","0,00","0,00","0,00"
3.01.01.01.01.01.000,Director de Centro de Salud Municipal,"84.000,00","0,00","0,00","84.000,00","0,00","0,00","0,00"
3.01.01.01.01.02.000,Personal,"181.500,00","0,00","0,00","181.500,00","0,00","0,00","0,00"
3.01.01.01.01.02.010,Jefe Depart Adm Centro de Salud (24),"121.500,00","0,00","0,00","121.500,00","0,00","0,00","0,00"
3.01.01.01.01.02.011,Subsecretaria de Salud Municipal,"60.000,00","0,00","0,00","60.000,00","0,00","0,00","0,00"
3.01.01.01.01.04.000,Personal auxiliar administrativo,"201.192,00","0,00","0,00","201.192,00","0,00","0,00","0,00"
3.01.01.01.01.04.009,Auxiliar Administrativo IX (9),"201.192,00","0,00","0,00","201.192,00","0,00","0,00","0,00"
3.01.01.01.01.05.000,Personal Administrativo de Ejecucion,"196.992,00","0,00","0,00","196.992,00","0,00","0,00","0,00"
3.01.01.01.01.05.001,Administrativo de Ejecucion II(cat8),"196.992,00","0,00","0,00","196.992,00","0,00","0,00","0,00"
3.01.01.01.01.08.000,Personal de Sanidad,"98.496,00","0,00","0,00","98.496,00","0,00","0,00","0,00"
3.01.01.01.01.08.003,Auxiliar Tecnico Asistencial I (8),"98.496,00","0,00","0,00","98.496,00","0,00","0,00","0,00"
3.01.01.02.01.00.000,Retribuciones,"126.000,00","0,00","0,00","126.000,00","0,00","0,00","0,00"
3.01.01.02.01.01.000,Personal Contratado CTRO sALUD cENTRO,"42.000,00","0,00","0,00","42.000,00","0,00","0,00","0,00"
3.01.01.02.01.02.000,Personal Contratado Ctro Salud El Talar,"42.000,00","0,00","0,00","42.000,00","0,00","0,00","0,00"
3.01.01.02.01.03.000,Personal Contratado dearrollo Social,"42.000,00","0,00","0,00","42.000,00","0,00","0,00","0,00"
3.01.01.06.00.00.000,Credito Adicional para inc salariales,"100.000,00","0,00","0,00","100.000,00","0,00","0,00","0,00"
3.01.02.00.00.00.000,Bienes de consumo Salud,"425.000,00","62.259,93","139.165,28","285.834,72","125.098,90","131.963,99","7.201,29"
3.01.02.01.01.00.000,Medicamentos e insumos hospitalarios Centro,"96.000,00","530,71","530,71","95.469,29","530,71","530,71","0,00"
3.01.02.01.02.00.000,eLEMENTOS DE cAFETERIA Y LIMPIEZA cENTRO,"15.000,00","793,00","1.488,00","13.512,00","1.053,00","1.053,00","435,00"
3.01.02.01.03.00.000,Utiles Impres. Digitalizacion y Papeleria CEN,"30.000,00","0,00","15.800,00","14.200,00","15.800,00","15.800,00","0,00"
3.01.02.01.04.00.000,Consumos varios CENTRO SALUD CENTRO,"50.000,00","800,00","800,00","49.200,00","800,00","800,00","0,00"
3.01.02.01.05.00.000,indumentaria al Personal Centro,"40.000,00","1.093,80","1.093,80","38.906,20","0,00","0,00","1.093,80"
3.01.02.02.01.00.000,Medicamentos e Ins Hospit. El Talar,"30.000,00","6.580,30","6.580,30","23.419,70","6.580,30","6.580,30","0,00"
3.01.02.02.02.00.000,Elementos de Cafeteria y limp El Talar,"5.000,00","750,00","1.455,00","3.545,00","1.185,00","1.185,00","270,00"
3.01.02.02.03.00.000,Utiles Impr. Digit.y Papeleria El Talar,"5.000,00","260,00","850,00","4.150,00","590,00","590,00","260,00"
3.01.02.02.04.00.000,Consumos Varios C. Salud El Talar,"5.000,00","270,00","410,00","4.590,00","410,00","410,00","0,00"
3.01.02.02.05.00.000,Indumentaria al personal El Talar,"10.000,00","0,00","0,00","10.000,00","0,00","0,00","0,00"
3.01.02.03.01.00.000,Utiles libros digitalizacion y papeleria,"5.000,00","99,50","99,50","4.900,50","99,50","99,50","0,00"
3.01.02.03.02.00.000,elementos de limpieza y cafeteria,"5.000,00","1.326,00","1.876,00","3.124,00","1.305,00","1.305,00","571,00"
3.01.02.03.03.00.000,Indumentaria al personal Des. Social,"10.000,00","0,00","0,00","10.000,00","0,00","0,00","0,00"
3.01.02.03.04.00.000,Consumos varios Desarrollo social,"5.000,00","200,00","200,00","4.800,00","200,00","200,00","0,00"
3.01.02.03.05.00.000,Medicamento e insumos a carenciados,"10.000,00","6.326,30","6.326,30","3.673,70","2.550,30","2.550,30","3.776,00"
3.01.02.03.06.00.000,Deudas de consumos ejercicio,"104.000,00","43.230,32","101.655,67","2.344,33","93.995,09","100.860,18","795,49"
3.01.02.03.07.00.000,Credito Refuerzo de Partida,"0,00","0,00","0,00","0,00","0,00","0,00","0,00"
3.01.03.00.00.00.000,Servicios Salud,"1076.000,00","148.733,90","494.061,91","581.938,09","379.193,70","388.170,49","105.891,42"
3.01.03.01.01.00.000,Electr. Agua (facturas)- Centro,"20.000,00","579,50","579,50","19.420,50","0,00","0,00","579,50"
