codigo,descripcion,Autorizado presupuesto,imputado mes,imputado acumulado,saldo a imputar,pagado mes,pagado acumulado,saldo a pagar
1.01.03.01.02.00.000,SEGURIDAD CIUDADANA,"7.000,00","0,00","0,00","7.000,00","0,00","0,00","0,00"
1.01.03.01.04.00.000,GUARDERIA MUNICIPAL,"5.000,00","0,00","0,00","5.000,00","0,00","0,00","0,00"
1.01.03.01.05.00.000,SALON CULTURAL,"7.000,00","0,00","0,00","7.000,00","0,00","0,00","0,00"
1.01.03.01.07.00.000,OFICINA DE FALTAS,"5.000,00","0,00","0,00","5.000,00","0,00","0,00","0,00"
1.01.03.02.01.00.000,GASTOS DE PEAJE,"10.000,00","2.729,00","3.794,00","6.206,00","2.954,00","3.594,00","200,00"
1.01.03.02.02.00.000,PAGO DE CUIS,"20.000,00","0,00","0,00","20.000,00","0,00","0,00","0,00"
1.01.03.02.03.00.000,ESTACIONAMIENTO Y REMISES,"37.000,00","2.591,85","7.693,92","29.306,08","2.375,42","6.116,62","1.577,30"
1.01.03.02.04.00.000,FLETES Y TRASLADOS,"36.000,00","250,00","4.750,00","31.250,00","4.500,00","4.500,00","250,00"
1.01.03.02.05.00.000,VARIOS,"29.000,00","10.396,00","23.196,00","5.804,00","12.800,00","12.800,00","10.396,00"
1.01.03.03.01.00.000,EDIFICIO MUNICIPAL,"750.000,00","45.760,41","52.555,41","697.444,59","45.492,41","52.051,41","504,00"
1.01.03.03.02.00.000,SEGURIDAD CIUDADANA,"15.000,00","684,26","684,26","14.315,74","684,26","684,26","0,00"
1.01.03.03.04.00.000,GUARDERIA MUNICIPAL,"8.000,00","1.925,75","1.925,75","6.074,25","1.925,75","1.925,75","0,00"
1.01.03.03.05.00.000,SALON CULTURAL,"20.000,00","1.905,08","1.905,08","18.094,92","1.905,08","1.905,08","0,00"
1.01.03.03.07.00.000,OFICINA DE FALTAS,"145.000,00","6.464,00","6.464,00","138.536,00","0,00","0,00","6.464,00"
1.01.03.04.00.00.000,PUBLICACIONES Y PROPAGANDA,"815.000,00","75.133,75","139.365,75","675.634,25","30.548,75","58.898,75","80.467,00"
1.01.03.05.01.00.000,SEGUROS VEHICULOS MAQ. Y ED. MUNICIPALES,"400.000,00","31.813,00","95.592,00","304.408,00","63.626,00","95.592,00","0,00"
1.01.03.05.02.00.000,DEBITOS BANCARIOS Y COMISIONES,"100.000,00","482,72","482,72","99.517,28","482,72","482,72","0,00"
1.01.03.05.03.00.000,COMISIONES Y TIMBRADOS,"500.000,00","89.810,63","143.032,33","356.967,67","57.190,50","88.651,70","54.380,63"
1.01.03.06.01.00.000,ALQUILERES DE MAQUINARIAS VIALES,"700.000,00","112.290,00","250.710,00","449.290,00","91.960,00","91.960,00","158.750,00"
1.01.03.06.02.00.000,ALQUILER DE CAMIONES,"1450.000,00","227.525,00","340.650,00","1109.350,00","83.225,00","87.125,00","253.525,00"
1.01.03.06.03.00.000,ALQUILER INM. CORREA ARGENTINO,"40.000,00","6.000,00","18.000,00","22.000,00","6.000,00","18.000,00","0,00"
1.01.03.06.04.00.000,ALQUILER DE INM muca,"40.000,00","0,00","4.206,00","35.794,00","0,00","4.206,00","0,00"
1.01.03.06.05.00.000,ALQUILER DE predio deposito de ramas,"500.000,00","0,00","0,00","500.000,00","0,00","0,00","0,00"
1.01.03.06.06.00.000,ALQUILER DE IMPLEMENTO PARA EVENTOS,"78.000,00","8.130,00","8.130,00","69.870,00","2.080,00","2.080,00","6.050,00"
1.01.03.06.07.00.000,OTROS ALQUILERES,"231.000,00","14.700,00","38.525,00","192.475,00","6.025,00","23.825,00","14.700,00"
1.01.03.07.01.00.000,Gastos judiciales - MUltas,"150.000,00","0,00","771,79","149.228,21","0,00","771,79","0,00"
1.01.03.07.02.00.000,honorarios procuracion,"700.000,00","143.614,56","143.614,56","556.385,44","0,00","0,00","143.614,56"
1.01.03.08.00.00.000,VIATICOS Y MOVILIDAD,"120.000,00","5.566,46","24.843,05","95.156,95","18.370,96","24.725,05","118,00"
1.01.03.09.00.00.000,"ESTUDIO,INVESTIGACION Y ASIST. TECNICA","290.000,00","225.495,00","252.395,00","37.605,00","63.395,00","63.395,00","189.000,00"
1.01.03.10.01.00.000,IMPRESION DE CEDULONES Y FORMULARIOS VARIOS,"250.000,00","7.800,00","50.250,00","199.750,00","42.450,00","42.450,00","7.800,00"
1.01.03.10.02.00.000,INSUMOS DE LICENCIAS,"200.000,00","29.162,00","55.146,00","144.854,00","40.866,00","52.066,00","3.080,00"
1.01.03.10.03.00.000,IMPRESION DE CERTIFICADOS DE TALLERES,"15.000,00","0,00","0,00","15.000,00","0,00","0,00","0,00"
1.01.03.10.04.00.000,PASACALLES Y CARTELES,"60.000,00","3.000,00","6.600,00","53.400,00","0,00","3.600,00","3.000,00"
1.01.03.10.05.00.000,IMPRESIONES VARIAS,"30.000,00","5.100,00","13.170,00","16.830,00","3.100,00","10.930,00","2.240,00"
1.01.03.11.01.00.000,PALA CARGADORA MUNICIPAL,"60.000,00","3.000,00","3.000,00","57.000,00","0,00","0,00","3.000,00"
1.01.03.11.02.00.000,MOTONIVELADORA MUNICIPAL (2),"85.000,00","10.830,00","11.430,00","73.570,00","2.730,00","3.130,00","8.300,00"
1.01.03.11.03.00.000,CAMION FORD 14000,"60.000,00","6.000,00","6.000,00","54.000,00","5.500,00","5.500,00","500,00"
1.01.03.11.04.00.000,FORD RANGER,"30.000,00","1.500,00","1.500,00","28.500,00","1.500,00","1.500,00","0,00"
1.01.03.11.05.00.000,FIAT FIORINO (GOBIERNO),"10.000,00","0,00","0,00","10.000,00","0,00","0,00","0,00"
1.01.03.11.06.00.000,RENAULT EXPRESS (COMPRAS),"30.000,00","0,00","0,00","30.000,00","0,00","0,00","0,00"
1.01.03.11.07.00.000,FIAT PALIO (OBRAS PRIVADAS),"30.000,00","2.500,00","2.500,00","27.500,00","2.500,00","2.500,00","0,00"
1.01.03.11.08.00.000,CAMION COMPACTADOR (RECOLCT. DE RESIDUOS),"80.000,00","650,00","1.150,00","78.850,00","300,00","800,00","350,00"
1.01.03.11.09.00.000,TRACTOR HANOMAG0,"10.000,00","5.032,01","5.032,01","4.967,99","0,00","0,00","5.032,01"
1.01.03.11.10.00.000,FORD F100 HIDROELEVADOR (ALUMBRADO),"60.000,00","3.000,00","27.538,58","32.461,42","0,00","24.538,58","3.000,00"
1.01.03.11.11.00.000,RENAULT MASTER,"30.000,00","0,00","0,00","30.000,00","0,00","0,00","0,00"
1.01.03.11.12.00.000,CAMION SCANIA (AGUA),"50.000,00","3.900,00","12.860,00","37.140,00","0,00","8.960,00","3.900,00"
1.01.03.11.13.00.000,RENAULT KANGO (espacios verdes),"20.000,00","3.400,00","3.400,00","16.600,00","3.400,00","3.400,00","0,00"
1.01.03.11.14.00.000,Renaulet Kango (medio ambente),"15.000,00","2.500,00","2.500,00","12.500,00","0,00","0,00","2.500,00"
1.01.03.11.15.00.000,Ford F 100 (servicios publicos),"10.000,00","0,00","0,00","10.000,00","0,00","0,00","0,00"
1.01.03.11.16.00.000,Reparacion Maq (espacios verdes),"15.000,00","0,00","1.580,00","13.420,00","0,00","1.580,00","0,00"
1.01.03.11.17.00.000,otros vehiculos,"50.000,00","0,00","1.350,00","48.650,00","0,00","1.350,00","0,00"
1.01.03.12.01.00.000,SERV. RECOLECC. Y TRASLADOS DE RESIDUOS,"2400.000,00","0,00","0,00","2400.000,00","0,00","0,00","0,00"
1.01.03.12.02.00.000,SERVICIOS PUBLICOS VARIOS,"100.000,00","0,00","0,00","100.000,00","0,00","0,00","0,00"
1.01.03.13.00.00.000,ALUMBRADO PUBLICO,"1720.000,00","1439.500,30","1540.414,30","179.585,70","0,00","100.914,00","1439.500,30"
1.01.03.14.00.00.000,"PREMIOS, ADHESIONES Y OTROS SIMILARES","15.000,00","0,00","0,00","15.000,00","0,00","0,00","0,00"
1.01.03.15.00.00.000,HOMENAJES Y CORTESIAS,"180.000,00","14.153,00","28.562,01","151.437,99","7.408,00","10.417,01","18.145,00"
1.01.03.16.00.00.000,OTROS SERVICIOS,"800.000,00","93.679,74","259.847,43","540.152,57","98.224,48","211.401,73","48.445,70"
1.01.03.17.00.00.000,DEUDAS POR SERVICIOS EJERCICIOS ANTERIORES,"3500.000,00","86.445,02","2009.014,01","1490.985,99","282.329,40","1300.301,08","708.712,93"
1.01.03.18.00.00.000,CREDITO ADICIONAL P/ REFUERZO DE PARTIDA,"2300.000,00","0,00","0,00","2300.000,00","0,00","0,00","0,00"
1.01.03.22.01.00.000,REPARACIONES VEHICULOS SEG. CIUDADANA,"70.000,00","13.954,00","22.666,37","47.333,63","80,00","8.792,37","13.874,00"
1.01.03.22.02.00.000,HOMENAJES Y CORTESIAS SEG. CIUDADANIA,"20.000,00","1.192,00","1.410,00","18.590,00","197,00","415,00","995,00"
1.01.03.22.03.00.000,OTROS SERVICIOS SEG. CIUDADANA,"50.000,00","3.250,00","11.408,00","38.592,00","5.738,00","9.283,00","2.125,00"
1.01.03.23.01.00.000,DISTRIBUCION DE AGUA,"140.000,00","0,00","0,00","140.000,00","0,00","0,00","0,00"
1.01.03.23.02.00.000,RIEGO DE CALLES,"280.000,00","4.200,00","11.000,00","269.000,00","0,00","6.800,00","4.200,00"
1.01.03.24.00.00.000,OTROS SERVICIOS NO PERSONAL,"10.000,00","0,00","0,00","10.000,00","0,00","0,00","0,00"
1.01.03.25.01.00.000,Reparacion vehiculos efensa civil,"30.000,00","0,00","4.340,00","25.660,00","0,00","0,00","4.340,00"
1.01.03.25.02.00.000,Serv Personal Def Civil,"60.000,00","0,00","45.000,00","15.000,00","0,00","0,00","45.000,00"
1.01.03.25.03.00.000,Otros Servicios Defensa Civil,"10.000,00","276,00","1.606,61","8.393,39","1.240,61","1.330,61","276,00"
1.01.03.26.00.00.000,Servicios Area Ambiente,"30.000,00","20.000,00","20.000,00","10.000,00","10.000,00","10.000,00","10.000,00"
1.02.00.00.00.00.000,INTERESES Y GASTOS DE LA DEUDA,"485.000,00","48.895,24","134.842,61","350.157,39","61.175,07","123.380,07","11.462,54"
1.02.04.00.00.00.000,INTERESES Y GASTOS DE LA DEUDA,"485.000,00","48.895,24","134.842,61","350.157,39","61.175,07","123.380,07","11.462,54"
1.02.04.02.00.00.000,CON ORG. PCIALES. BCO. PCIA. DE Y/O macro,"30.000,00","0,00","0,00","30.000,00","0,00","0,00","0,00"
1.02.04.04.00.00.000,CON OTROS ORGANISMOS,"20.000,00","0,00","0,00","20.000,00","0,00","0,00","0,00"
1.02.04.05.00.00.000,DIFER. CAMBIO MONEDA EXTRANJERA,"5.000,00","0,00","0,00","5.000,00","0,00","0,00","0,00"
1.02.04.06.00.00.000,CREDITO ADICIONAL P/REFUERZO DE PARTIDA,"30.000,00","0,00","0,00","30.000,00","0,00","0,00","0,00"
1.02.04.08.00.00.000,APORTES 1% FONDO PERMANENTE,"400.000,00","48.895,24","134.842,61","265.157,39","61.175,07","123.380,07","11.462,54"
1.03.00.00.00.00.000,TRANSFERENCIAS,"14772.000,00","1243.749,37","3055.438,19","11716.561,81","808.114,68","1981.221,30","1074.216,89"
1.03.05.00.00.00.000,TRANSF.P/FINANCIAN EROGAC.CORRIENTES,"14772.000,00","1243.749,37","3055.438,19","11716.561,81","808.114,68","1981.221,30","1074.216,89"
1.03.05.01.01.00.000,"0,5% APORTE ENTE DE COOPERACION RECIPROCA","200.000,00","24.447,62","67.421,31","132.578,69","30.587,54","61.690,04","5.731,27"
1.03.05.01.02.00.000,a entes intercomunales,"30.000,00","0,00","0,00","30.000,00","0,00","0,00","0,00"
1.03.05.01.04.00.000,OTROS DE SECTOR PUBLICO,"30.000,00","0,00","0,00","30.000,00","0,00","0,00","0,00"
1.03.05.01.05.00.000,CONSERVACION DE FLORA Y FAUNA,"20.000,00","4.650,00","6.875,00","13.125,00","2.225,00","2.225,00","4.650,00"
1.03.05.01.07.01.000,FOMMEP,"54.000,00","0,00","0,00","54.000,00","0,00","0,00","0,00"
1.03.05.01.07.02.000,Otros gastos Policia,"30.000,00","3.425,00","10.315,00","19.685,00","1.825,00","2.845,00","7.470,00"
1.03.05.01.08.00.000,SUBSIDIOS A INSTITUCIONES LOCALES,"70.000,00","5.000,00","20.000,00","50.000,00","9.000,00","15.000,00","5.000,00"
1.03.05.02.01.00.000,Asistencia sectores carenciados,"300.000,00","65.489,00","68.036,24","231.963,76","26.460,55","27.660,55","40.375,69"
1.03.05.02.02.00.000,SERV. FUNEBRE Y COMPRA DE ATAUDES,"30.000,00","26.900,00","27.850,00","2.150,00","25.800,00","25.800,00","2.050,00"
1.03.05.02.03.00.000,SUBVENCIONES Y SUBSIDIOS,"440.000,00","82.609,00","159.326,59","280.673,41","48.764,00","72.213,59","87.113,00"
1.03.05.02.03.01.000,SUBSIDIOS VARIOS,"420.000,00","82.009,00","158.726,59","261.273,41","48.164,00","71.613,59","87.113,00"
1.03.05.02.03.01.001,BECAS POR ESTUDIOS,"20.000,00","0,00","0,00","20.000,00","0,00","0,00","0,00"
1.03.05.02.03.01.002,OTROS SUBSIDIOS,"300.000,00","70.700,00","128.762,59","171.237,41","39.330,00","49.369,59","79.393,00"
1.03.05.02.03.01.003,AYUDA ECONOMICA,"100.000,00","11.309,00","29.964,00","70.036,00","8.834,00","22.244,00","7.720,00"
1.03.05.02.03.02.000,SUBSIDIOS BOMBEROS VOLUNTARIOS,"20.000,00","600,00","600,00","19.400,00","600,00","600,00","0,00"
1.03.05.02.04.00.000,GASTOS DEPORTIVOS Y RECREACION,"1030.000,00","24.801,27","200.488,46","829.511,54","147.004,80","182.569,27","17.919,19"
1.03.05.02.04.01.000,FIESTAS PATRONALES,"300.000,00","0,00","0,00","300.000,00","0,00","0,00","0,00"
1.03.05.02.04.02.000,CARNAVALES INFANTILES,"350.000,00","0,00","0,00","350.000,00","0,00","0,00","0,00"
1.03.05.02.04.03.000,FIESTA DIA DE LA MADRE,"30.000,00","0,00","0,00","30.000,00","0,00","0,00","0,00"
1.03.05.02.04.04.000,OTROS EVENTOS DE RECREACION,"50.000,00","2.041,95","2.041,95","47.958,05","0,00","0,00","2.041,95"
1.03.05.02.04.05.000,"GASTOS DEPORTIVOS (FUTBOL, HOCKEY, VOLEY, ETC","100.000,00","21.675,12","21.675,12","78.324,88","6.982,33","6.982,33","14.692,79"
1.03.05.02.04.06.000,ESCUELAS MUNICIPALES DE VERANO E INVIERNO,"200.000,00","1.084,20","176.771,39","23.228,61","140.022,47","175.586,94","1.184,45"
1.03.05.02.05.00.000,GASTOS CULTURALES,"210.000,00","39.000,86","63.220,86","146.779,14","26.240,00","37.940,00","25.280,86"
1.03.05.02.05.01.000,MUSEO A CIELO ABIERTO,"150.000,00","12.700,00","23.500,00","126.500,00","2.500,00","13.000,00","10.500,00"
1.03.05.02.05.02.000,JORNADAS Y EVENTOS CULTURALES,"60.000,00","26.300,86","39.720,86","20.279,14","23.740,00","24.940,00","14.780,86"
1.03.05.02.06.00.000,OTROS,"95.000,00","6.742,67","8.170,67","86.829,33","640,00","1.428,00","6.742,67"
1.03.05.02.06.01.000,DEVOLUCIONES TASA A LA PROPIEDAD,"30.000,00","3.799,99","3.799,99","26.200,01","0,00","0,00","3.799,99"
1.03.05.02.06.02.000,DEVOLUCIONES IMPUESTOS A LOS AUTOMOTORES,"10.000,00","2.942,68","3.730,68","6.269,32","0,00","788,00","2.942,68"
1.03.05.02.06.03.000,DEVOLUCIONES VARIAS,"5.000,00","0,00","640,00","4.360,00","640,00","640,00","0,00"
1.03.05.02.06.04.000,DEVOLUCION CONVENIO GAS ORD. 558/2011,"50.000,00","0,00","0,00","50.000,00","0,00","0,00","0,00"
1.03.05.02.07.00.000,CREDITO ADICIONAL PARA ESFUERZO DE PARTIDA,"1200.000,00","0,00","0,00","1200.000,00","0,00","0,00","0,00"
1.03.05.02.08.00.000,EGRESOS PLAN SUMAR,"30.000,00","0,00","0,00","30.000,00","0,00","0,00","0,00"
1.03.05.02.09.00.000,PROGRAMAS DE EMPLEOS MUNICIPALES,"6000.000,00","2.863,64","2.863,64","5997.136,36","2.863,64","2.863,64","0,00"
1.03.05.02.10.00.000,CONCEJO MUNICIPAL DE LA MUJER,"3.000,00","0,00","0,00","3.000,00","0,00","0,00","0,00"
1.03.05.02.11.00.000,DEUDAS EJERCICIOS ANTERIORES,"5000.000,00","957.820,31","2420.870,42","2579.129,58","486.704,15","1548.986,21","871.884,21"
2.00.00.00.00.00.000,EROGACIONES DE CAPITAL,"46735.000,00","1278.276,07","8301.287,60","38433.712,40","1284.906,34","7048.047,78","1253.239,82"
2.01.00.00.00.00.000,INVERSION FISICA,"27610.000,00","337.019,89","1612.599,84","25997.400,16","429.740,10","1420.682,01","191.917,83"
2.01.07.00.00.00.000,BIENES DE CAPITAL,"2770.000,00","197.308,13","633.686,15","2136.313,85","338.811,25","607.675,21","26.010,94"
2.01.07.01.00.00.000,MAQUINARIAS Y EQUIPOS,"1500.000,00","118.201,05","496.043,15","1003.956,85","259.641,05","496.043,15","0,00"
2.01.07.02.00.00.000,MUEBLES Y EQUIPO DE OFICINA,"200.000,00","36.560,94","53.982,94","146.017,06","23.510,00","40.932,00","13.050,94"
2.01.07.03.00.00.000,MEDIOS DE TRANSPORTE,"500.000,00","0,00","0,00","500.000,00","0,00","0,00","0,00"
2.01.07.05.00.00.000,COLECCIONES Y ELEMENTOS PARA BIBLIOTECA Y MS.,"20.000,00","0,00","1.000,00","19.000,00","1.000,00","1.000,00","0,00"
2.01.07.06.00.00.000,HERRAMIENTAS Y SIMILARES,"50.000,00","11.760,00","13.258,06","36.741,94","12.298,06","12.298,06","960,00"
2.01.07.07.00.00.000,TERRENOS,"10.000,00","0,00","0,00","10.000,00","0,00","0,00","0,00"
2.01.07.09.01.00.000,BIENES DE CAPITAL SEGURIDAD CIUDADANA,"60.000,00","12.000,00","44.765,86","15.234,14","23.576,00","32.765,86","12.000,00"
2.01.07.09.03.00.000,OTROS BIENES DE CAPITAL,"30.000,00","18.786,14","18.786,14","11.213,86","18.786,14","18.786,14","0,00"
2.01.07.10.00.00.000,DEUDAS P/BIENES DE CAPITAL EJ.ANT.,"200.000,00","0,00","5.850,00","194.150,00","0,00","5.850,00","0,00"
2.01.07.11.00.00.000,CREDITO ADICIONAL P/REFUERZO DE PARTIDA,"200.000,00","0,00","0,00","200.000,00","0,00","0,00","0,00"
2.01.08.00.00.00.000,TRABAJOS PUBLICOS,"24840.000,00","139.711,76","978.913,69","23861.086,31","90.928,85","813.006,80","165.906,89"
2.01.08.01.02.00.000,POR ADMINISTRACION,"24840.000,00","139.711,76","978.913,69","23861.086,31","90.928,85","813.006,80","165.906,89"
2.01.08.01.02.01.000,OBRA:Alumbrado Publico (cont por mejoras),"400.000,00","0,00","0,00","400.000,00","0,00","0,00","0,00"
2.01.08.01.02.02.000,obra cordon cuneta (cont por mejoras),"1000.000,00","0,00","0,00","1000.000,00","0,00","0,00","0,00"
2.01.08.01.02.04.000,OBRA:Polideportivo centro (mant e intalacione,"300.000,00","0,00","0,00","300.000,00","0,00","0,00","0,00"
2.01.08.01.02.05.000,OBRA:Mantenimiento Salon Municipal,"250.000,00","0,00","0,00","250.000,00","0,00","0,00","0,00"
2.01.08.01.02.06.000,OBRA:Mejoramiento Espacios Verdes,"200.000,00","1.824,00","12.924,00","187.076,00","11.000,00","11.100,00","1.824,00"
2.01.08.01.02.07.000,OBRA:Mantenimineto de Calles en general,"3000.000,00","40.912,50","42.812,50","2957.187,50","0,00","1.900,00","40.912,50"
2.01.08.01.02.08.000,OBRA:Mantenimiento Y Mej Edif Pub Municipales,"590.000,00","17.080,93","64.010,05","525.989,95","9.399,55","45.476,12","18.533,93"
2.01.08.01.02.08.002,Obra:Mantenimiento y Mej Edif Seg Ciud.,"90.000,00","0,00","405,00","89.595,00","0,00","405,00","0,00"
2.01.08.01.02.08.003,Obra:Mant y Mej. Otros Edif Municipales,"250.000,00","247,00","15.624,53","234.375,47","8.109,55","13.924,53","1.700,00"
2.01.08.01.02.08.004,Obra:Mantenimiento y Mejora Sede Edif Munic.,"250.000,00","16.833,93","47.980,52","202.019,48","1.290,00","31.146,59","16.833,93"
2.01.08.01.02.09.000,OBRA: Mantenimiento Alumbrado Publico,"1100.000,00","51.975,91","116.409,90","983.590,10","51.502,64","64.433,99","51.975,91"
2.01.08.01.02.11.000,OBRA Mantenim.y mejoras de otros edif locales,"100.000,00","0,00","0,00","100.000,00","0,00","0,00","0,00"
2.01.08.01.02.12.000,OBRA costanera municipal etapa II,"1500.000,00","0,00","0,00","1500.000,00","0,00","0,00","0,00"
2.01.08.01.02.13.000,Obras Menores,"800.000,00","12.159,00","342.265,00","457.735,00","606,00","330.106,00","12.159,00"
2.01.08.01.02.14.000,Deudas de Obras Ejercicio Anterior,"2000.000,00","0,00","364.732,82","1635.267,18","14.732,66","336.302,69","28.430,13"
2.01.08.01.02.16.000,Obra:Gas Nat(B. Centro.Cig.Valle Sol.M.Golf),"7000.000,00","0,00","0,00","7000.000,00","0,00","0,00","0,00"
2.01.08.01.02.17.000,obra Playon Deportivo L.LUGONES (EL TALAR),"100.000,00","393,00","393,00","99.607,00","393,00","393,00","0,00"
2.01.08.01.02.18.000,obra Convenio Gobierno de la Provincia,"1500.000,00","0,00","0,00","1500.000,00","0,00","0,00","0,00"
2.01.08.01.02.19.000,OBRAS Convenios - Gobierno de la Nacion,"1500.000,00","0,00","0,00","1500.000,00","0,00","0,00","0,00"
2.01.08.01.02.20.000,Obra Fondo Fderal Solidario,"1500.000,00","0,00","0,00","1500.000,00","0,00","0,00","0,00"
2.01.08.01.02.21.000,Obra Mantenimiento escuelas(FOMEDEEP),"250.000,00","15.366,42","15.366,42","234.633,58","3.295,00","3.295,00","12.071,42"
2.01.08.01.02.22.000,F.D.Urbano C.C.V. del Sol,"1650.000,00","0,00","20.000,00","1630.000,00","0,00","20.000,00","0,00"
2.01.08.01.02.23.000,Obra Ambiente- Reciclado,"100.000,00","0,00","0,00","100.000,00","0,00","0,00","0,00"
2.01.08.01.02.24.000,Plan remodelacion de plazas,"0,00","0,00","0,00","0,00","0,00","0,00","0,00"
2.01.08.01.02.25.000,fondo desarrollo urbano 2017,"0,00","0,00","0,00","0,00","0,00","0,00","0,00"
2.03.00.00.00.00.000,AMORTIZACION DE LA DEUDA,"19125.000,00","941.256,18","6688.687,76","12436.312,24","855.166,24","5627.365,77","1061.321,99"
2.03.10.00.00.00.000,AMORTIZACION DE LA DEUDA,"19125.000,00","941.256,18","6688.687,76","12436.312,24","855.166,24","5627.365,77","1061.321,99"
2.03.10.02.02.00.000,OTROS BCO.PCIA.CBA. Y/O macro,"20.000,00","0,00","0,00","20.000,00","0,00","0,00","0,00"
2.03.10.02.03.00.000,AMORTIZACION DEUDA PACTO FISCAL III,"160.000,00","1.975,56","7.902,24","152.097,76","3.951,12","7.902,24","0,00"
2.03.10.02.04.00.000,AMORTIZACION DEUDAS PROVEEDORES VARIOS,"800.000,00","0,00","728.059,40","71.940,60","30.575,50","57.802,12","670.257,28"
2.03.10.02.05.00.000,AMORTIZACION CREDITO FONDO PERMANENTE,"500.000,00","35.000,00","140.000,00","360.000,00","70.000,00","140.000,00","0,00"
2.03.10.02.06.00.000,Amortizacion Anticipos de CooparticipM-^Ecion,"1500.000,00","277.777,78","622.222,23","877.777,77","138.888,89","483.333,34","138.888,89"
2.03.10.02.07.00.000,AMORTIZACION JUICIO MSB CONST MUNICIPALIDAD,"8600.000,00","626.502,84","1791.608,89","6808.391,11","611.750,73","1539.433,07","252.175,82"
2.03.10.02.08.00.000,AMORTIZACION DEUDA CATASTROFE CLIMATOLOGICA,"7000.000,00","0,00","3398.895,00","3601.105,00","0,00","3398.895,00","0,00"
2.03.10.02.09.00.000,Amortizacion Fondo Desarrollo Urbano,"495.000,00","0,00","0,00","495.000,00","0,00","0,00","0,00"
2.03.10.04.02.00.000,OTROS CREDITOS-BID,"50.000,00","0,00","0,00","50.000,00","0,00","0,00","0,00"
3.00.00.00.00.00.000,Salud Erogaciones Corrientes,"2789.180,00","275.303,37","913.030,56","1876.149,44","207.388,82","732.023,30","181.007,26"
3.01.00.00.00.00.000,Funcionamiento,"2489.180,00","275.303,37","908.530,56","1580.649,44","207.388,82","727.523,30","181.007,26"
3.01.01.00.00.00.000,Personal,"988.180,00","107.482,90","107.482,90","880.697,10","54.835,03","54.835,03","52.647,87"
3.01.01.01.01.00.000,Sueldos Basicos,"762.180,00","91.614,00","91.614,00","670.566,00","45.807,00","45.807,00","45.807,00"
3.01.01.01.01.01.000,Director de Centro de Salud Municipal,"84.000,00","5.000,00","5.000,00","79.000,00","2.500,00","2.500,00","2.500,00"
3.01.01.01.01.02.000,Personal,"181.500,00","20.250,00","20.250,00","161.250,00","10.125,00","10.125,00","10.125,00"
3.01.01.01.01.02.010,Jefe Depart Adm Centro de Salud (24),"121.500,00","20.250,00","20.250,00","101.250,00","10.125,00","10.125,00","10.125,00"
3.01.01.01.01.02.011,Subsecretaria de Salud Municipal,"60.000,00","0,00","0,00","60.000,00","0,00","0,00","0,00"
3.01.01.01.01.04.000,Personal auxiliar administrativo,"201.192,00","33.532,00","33.532,00","167.660,00","16.766,00","16.766,00","16.766,00"
3.01.01.01.01.04.009,Auxiliar Administrativo IX (9),"201.192,00","33.532,00","33.532,00","167.660,00","16.766,00","16.766,00","16.766,00"
3.01.01.01.01.05.000,Personal Administrativo de Ejecucion,"196.992,00","32.832,00","32.832,00","164.160,00","16.416,00","16.416,00","16.416,00"
3.01.01.01.01.05.001,Administrativo de Ejecucion II(cat8),"196.992,00","32.832,00","32.832,00","164.160,00","16.416,00","16.416,00","16.416,00"
3.01.01.01.01.08.000,Personal de Sanidad,"98.496,00","0,00","0,00","98.496,00","0,00","0,00","0,00"
3.01.01.01.01.08.003,Auxiliar Tecnico Asistencial I (8),"98.496,00","0,00","0,00","98.496,00","0,00","0,00","0,00"
3.01.01.02.01.00.000,Retribuciones,"126.000,00","15.868,90","15.868,90","110.131,10","9.028,03","9.028,03","6.840,87"
3.01.01.02.01.01.000,Personal Contratado CTRO sALUD cENTRO,"42.000,00","6.840,87","6.840,87","35.159,13","3.499,98","3.499,98","3.340,89"
3.01.01.02.01.02.000,Personal Contratado Ctro Salud El Talar,"42.000,00","2.028,07","2.028,07","39.971,93","2.028,07","2.028,07","0,00"
3.01.01.02.01.03.000,Personal Contratado dearrollo Social,"42.000,00","6.999,96","6.999,96","35.000,04","3.499,98","3.499,98","3.499,98"
3.01.01.06.00.00.000,Credito Adicional para inc salariales,"100.000,00","0,00","0,00","100.000,00","0,00","0,00","0,00"
3.01.02.00.00.00.000,Bienes de consumo Salud,"425.000,00","11.775,13","150.940,41","274.059,59","14.709,92","146.673,91","4.266,50"
3.01.02.01.01.00.000,Medicamentos e insumos hospitalarios Centro,"96.000,00","6.042,25","6.572,96","89.427,04","5.039,63","5.570,34","1.002,62"
3.01.02.01.02.00.000,eLEMENTOS DE cAFETERIA Y LIMPIEZA cENTRO,"15.000,00","0,00","1.488,00","13.512,00","435,00","1.488,00","0,00"
3.01.02.01.03.00.000,Utiles Impres. Digitalizacion y Papeleria CEN,"30.000,00","200,00","16.000,00","14.000,00","0,00","15.800,00","200,00"
3.01.02.01.04.00.000,Consumos varios CENTRO SALUD CENTRO,"50.000,00","1.160,00","1.960,00","48.040,00","0,00","800,00","1.160,00"
3.01.02.01.05.00.000,indumentaria al Personal Centro,"40.000,00","0,00","1.093,80","38.906,20","1.093,80","1.093,80","0,00"
3.01.02.02.01.00.000,Medicamentos e Ins Hospit. El Talar,"30.000,00","215,88","6.796,18","23.203,82","0,00","6.580,30","215,88"
