codigo,descripcion,Autorizado presupuesto,imputado mes,imputado acumulado,saldo a imputar,pagado mes,pagado acumulado,saldo a pagar
1.01.03.01.02.00.000,SEGURIDAD CIUDADANA,"7.000,00","0,00","0,00","7.000,00","0,00","0,00","0,00"
1.01.03.01.04.00.000,GUARDERIA MUNICIPAL,"5.000,00","0,00","0,00","5.000,00","0,00","0,00","0,00"
1.01.03.01.05.00.000,SALON CULTURAL,"7.000,00","0,00","0,00","7.000,00","0,00","0,00","0,00"
1.01.03.01.07.00.000,OFICINA DE FALTAS,"5.000,00","0,00","0,00","5.000,00","0,00","0,00","0,00"
1.01.03.02.01.00.000,GASTOS DE PEAJE,"10.000,00","425,00","5.018,70","4.981,30","774,70","4.693,70","325,00"
1.01.03.02.02.00.000,PAGO DE CUIS,"20.000,00","0,00","0,00","20.000,00","0,00","0,00","0,00"
1.01.03.02.03.00.000,ESTACIONAMIENTO Y REMISES,"37.000,00","2.269,10","12.815,02","24.184,98","2.715,80","11.079,32","1.735,70"
1.01.03.02.04.00.000,FLETES Y TRASLADOS,"36.000,00","13.888,00","21.138,00","14.862,00","0,00","4.750,00","16.388,00"
1.01.03.02.05.00.000,VARIOS,"59.000,00","21.716,59","44.935,59","14.064,41","11.343,00","34.539,00","10.396,59"
1.01.03.03.01.00.000,EDIFICIO MUNICIPAL,"750.000,00","52.388,25","161.244,30","588.755,70","56.812,32","118.694,30","42.550,00"
1.01.03.03.02.00.000,SEGURIDAD CIUDADANA,"15.000,00","334,37","1.373,52","13.626,48","689,26","1.373,52","0,00"
1.01.03.03.04.00.000,GUARDERIA MUNICIPAL,"8.000,00","948,95","3.845,09","4.154,91","1.919,34","3.845,09","0,00"
1.01.03.03.05.00.000,SALON CULTURAL,"20.000,00","957,71","3.858,05","16.141,95","1.952,97","3.858,05","0,00"
1.01.03.03.07.00.000,OFICINA DE FALTAS,"145.000,00","0,00","6.464,00","138.536,00","6.464,00","6.464,00","0,00"
1.01.03.04.00.00.000,PUBLICACIONES Y PROPAGANDA,"815.000,00","72.900,00","258.165,75","556.834,25","60.575,00","154.073,75","104.092,00"
1.01.03.05.01.00.000,SEGUROS VEHICULOS MAQ. Y ED. MUNICIPALES,"400.000,00","34.735,00","190.811,81","209.188,19","34.578,00","190.654,81","157,00"
1.01.03.05.02.00.000,DEBITOS BANCARIOS Y COMISIONES,"100.000,00","24.860,93","25.415,47","74.584,53","24.932,75","25.415,47","0,00"
1.01.03.05.03.00.000,COMISIONES Y TIMBRADOS,"500.000,00","33.520,00","212.579,42","287.420,58","79.910,63","206.209,42","6.370,00"
1.01.03.06.01.00.000,ALQUILERES DE MAQUINARIAS VIALES,"730.000,00","77.440,00","717.475,00","12.525,00","75.500,00","211.710,00","505.765,00"
1.01.03.06.02.00.000,ALQUILER DE CAMIONES,"1450.000,00","149.435,00","679.110,00","770.890,00","101.140,00","321.190,00","357.920,00"
1.01.03.06.03.00.000,ALQUILER INM. CORREA ARGENTINO,"40.000,00","6.000,00","30.000,00","10.000,00","6.000,00","30.000,00","0,00"
1.01.03.06.04.00.000,ALQUILER DE INM muca,"40.000,00","0,00","8.314,00","31.686,00","4.108,00","8.314,00","0,00"
1.01.03.06.05.00.000,ALQUILER DE predio deposito de ramas,"500.000,00","0,00","0,00","500.000,00","0,00","0,00","0,00"
1.01.03.06.06.00.000,ALQUILER DE IMPLEMENTO PARA EVENTOS,"78.000,00","12.175,00","23.755,00","54.245,00","3.525,00","9.055,00","14.700,00"
1.01.03.06.07.00.000,OTROS ALQUILERES,"231.000,00","11.270,00","90.245,00","140.755,00","12.295,00","46.345,00","43.900,00"
1.01.03.07.01.00.000,Gastos judiciales - MUltas,"150.000,00","2.750,00","4.418,79","145.581,21","897,00","1.668,79","2.750,00"
1.01.03.07.02.00.000,honorarios procuracion,"700.000,00","157.810,15","301.424,71","398.575,29","143.614,56","143.614,56","157.810,15"
1.01.03.08.00.00.000,VIATICOS Y MOVILIDAD,"120.000,00","12.485,51","38.571,56","81.428,44","10.609,01","35.522,06","3.049,50"
1.01.03.09.00.00.000,"ESTUDIO,INVESTIGACION Y ASIST. TECNICA","340.000,00","42.370,00","314.632,98","25.367,02","27.900,00","279.162,98","35.470,00"
1.01.03.10.01.00.000,IMPRESION DE CEDULONES Y FORMULARIOS VARIOS,"250.000,00","0,00","64.450,00","185.550,00","0,00","42.450,00","22.000,00"
1.01.03.10.02.00.000,INSUMOS DE LICENCIAS,"200.000,00","16.445,00","93.729,50","106.270,50","16.445,00","85.955,00","7.774,50"
1.01.03.10.03.00.000,IMPRESION DE CERTIFICADOS DE TALLERES,"15.000,00","0,00","0,00","15.000,00","0,00","0,00","0,00"
1.01.03.10.04.00.000,PASACALLES Y CARTELES,"60.000,00","15.000,00","26.100,00","33.900,00","7.500,00","11.100,00","15.000,00"
1.01.03.10.05.00.000,IMPRESIONES VARIAS,"50.000,00","22.776,00","36.546,00","13.454,00","19.154,00","30.084,00","6.462,00"
1.01.03.11.01.00.000,PALA CARGADORA MUNICIPAL,"60.000,00","4.900,00","7.900,00","52.100,00","3.400,00","6.400,00","1.500,00"
1.01.03.11.02.00.000,MOTONIVELADORA MUNICIPAL (2),"85.000,00","3.050,00","14.480,00","70.520,00","650,00","9.580,00","4.900,00"
1.01.03.11.03.00.000,CAMION FORD 14000,"60.000,00","0,00","6.000,00","54.000,00","0,00","6.000,00","0,00"
1.01.03.11.04.00.000,FORD RANGER,"30.000,00","120,00","1.620,00","28.380,00","0,00","1.500,00","120,00"
1.01.03.11.05.00.000,FIAT FIORINO (GOBIERNO),"10.000,00","0,00","0,00","10.000,00","0,00","0,00","0,00"
1.01.03.11.06.00.000,RENAULT EXPRESS (COMPRAS),"30.000,00","60,00","260,00","29.740,00","60,00","60,00","200,00"
1.01.03.11.07.00.000,FIAT PALIO (OBRAS PRIVADAS),"30.000,00","1.200,00","3.700,00","26.300,00","0,00","2.500,00","1.200,00"
1.01.03.11.08.00.000,CAMION COMPACTADOR (RECOLCT. DE RESIDUOS),"80.000,00","7.900,00","15.050,00","64.950,00","7.900,00","14.700,00","350,00"
1.01.03.11.09.00.000,TRACTOR HANOMAG0,"10.000,00","0,00","5.032,01","4.967,99","0,00","5.032,01","0,00"
1.01.03.11.10.00.000,FORD F100 HIDROELEVADOR (ALUMBRADO),"60.000,00","0,00","27.538,58","32.461,42","0,00","27.538,58","0,00"
1.01.03.11.11.00.000,RENAULT MASTER,"30.000,00","250,00","10.850,00","19.150,00","10.750,00","10.750,00","100,00"
1.01.03.11.12.00.000,CAMION SCANIA (AGUA),"50.000,00","2.758,00","15.618,00","34.382,00","0,00","12.860,00","2.758,00"
1.01.03.11.13.00.000,RENAULT KANGO (espacios verdes),"20.000,00","2.500,00","5.900,00","14.100,00","0,00","3.400,00","2.500,00"
1.01.03.11.14.00.000,Renaulet Kango (medio ambente),"15.000,00","2.500,00","5.000,00","10.000,00","2.500,00","5.000,00","0,00"
1.01.03.11.15.00.000,Ford F 100 (servicios publicos),"10.000,00","0,00","7.500,00","2.500,00","7.500,00","7.500,00","0,00"
1.01.03.11.16.00.000,Reparacion Maq (espacios verdes),"15.000,00","0,00","1.580,00","13.420,00","0,00","1.580,00","0,00"
1.01.03.11.17.00.000,otros vehiculos,"50.000,00","0,00","1.350,00","48.650,00","0,00","1.350,00","0,00"
1.01.03.12.01.00.000,SERV. RECOLECC. Y TRASLADOS DE RESIDUOS,"2400.000,00","48.400,00","898.400,00","1501.600,00","630.000,00","630.000,00","268.400,00"
1.01.03.12.02.00.000,SERVICIOS PUBLICOS VARIOS,"100.000,00","0,00","0,00","100.000,00","0,00","0,00","0,00"
1.01.03.13.00.00.000,ALUMBRADO PUBLICO,"2220.000,00","515.436,50","2109.724,80","110.275,20","1439.500,30","1594.288,30","515.436,50"
1.01.03.14.00.00.000,"PREMIOS, ADHESIONES Y OTROS SIMILARES","15.000,00","0,00","0,00","15.000,00","0,00","0,00","0,00"
1.01.03.15.00.00.000,HOMENAJES Y CORTESIAS,"180.000,00","28.354,38","80.261,89","99.738,11","42.171,38","54.634,39","25.627,50"
1.01.03.16.00.00.000,OTROS SERVICIOS,"800.000,00","142.066,00","513.608,17","286.391,83","117.625,70","407.477,17","106.131,00"
1.01.03.17.00.00.000,DEUDAS POR SERVICIOS EJERCICIOS ANTERIORES,"3500.000,00","12.210,43","2848.183,65","651.816,35","847.649,49","2597.946,84","250.236,81"
1.01.03.18.00.00.000,CREDITO ADICIONAL P/ REFUERZO DE PARTIDA,"1640.000,00","0,00","0,00","1640.000,00","0,00","0,00","0,00"
1.01.03.22.01.00.000,REPARACIONES VEHICULOS SEG. CIUDADANA,"70.000,00","6.000,00","31.026,38","38.973,62","400,00","14.152,38","16.874,00"
1.01.03.22.02.00.000,HOMENAJES Y CORTESIAS SEG. CIUDADANIA,"20.000,00","377,00","2.652,00","17.348,00","422,00","2.652,00","0,00"
1.01.03.22.03.00.000,OTROS SERVICIOS SEG. CIUDADANA,"50.000,00","3.252,00","23.357,10","26.642,90","4.175,00","17.985,10","5.372,00"
1.01.03.23.01.00.000,DISTRIBUCION DE AGUA,"140.000,00","0,00","0,00","140.000,00","0,00","0,00","0,00"
1.01.03.23.02.00.000,RIEGO DE CALLES,"280.000,00","0,00","11.000,00","269.000,00","0,00","6.800,00","4.200,00"
1.01.03.24.00.00.000,OTROS SERVICIOS NO PERSONAL,"10.000,00","0,00","0,00","10.000,00","0,00","0,00","0,00"
1.01.03.25.01.00.000,Reparacion vehiculos efensa civil,"30.000,00","0,00","4.340,00","25.660,00","0,00","0,00","4.340,00"
1.01.03.25.02.00.000,Serv Personal Def Civil,"60.000,00","0,00","45.000,00","15.000,00","0,00","0,00","45.000,00"
1.01.03.25.03.00.000,Otros Servicios Defensa Civil,"10.000,00","0,00","1.726,61","8.273,39","120,00","1.726,61","0,00"
1.01.03.26.00.00.000,Servicios Area Ambiente,"30.000,00","0,00","20.000,00","10.000,00","10.000,00","20.000,00","0,00"
1.02.00.00.00.00.000,INTERESES Y GASTOS DE LA DEUDA,"485.000,00","37.663,25","201.602,75","283.397,25","46.579,10","201.602,75","0,00"
1.02.04.00.00.00.000,INTERESES Y GASTOS DE LA DEUDA,"485.000,00","37.663,25","201.602,75","283.397,25","46.579,10","201.602,75","0,00"
1.02.04.02.00.00.000,CON ORG. PCIALES. BCO. PCIA. DE Y/O macro,"30.000,00","0,00","0,00","30.000,00","0,00","0,00","0,00"
1.02.04.04.00.00.000,CON OTROS ORGANISMOS,"20.000,00","0,00","0,00","20.000,00","0,00","0,00","0,00"
1.02.04.05.00.00.000,DIFER. CAMBIO MONEDA EXTRANJERA,"5.000,00","0,00","0,00","5.000,00","0,00","0,00","0,00"
1.02.04.06.00.00.000,CREDITO ADICIONAL P/REFUERZO DE PARTIDA,"30.000,00","0,00","0,00","30.000,00","0,00","0,00","0,00"
1.02.04.08.00.00.000,APORTES 1% FONDO PERMANENTE,"400.000,00","37.663,25","201.602,75","198.397,25","46.579,10","201.602,75","0,00"
1.03.00.00.00.00.000,TRANSFERENCIAS,"14772.000,00","1167.604,27","4746.201,99","10025.798,01","551.508,65","3474.180,90","1272.021,09"
1.03.05.00.00.00.000,TRANSF.P/FINANCIAN EROGAC.CORRIENTES,"14772.000,00","1167.604,27","4746.201,99","10025.798,01","551.508,65","3474.180,90","1272.021,09"
1.03.05.01.01.00.000,"0,5% APORTE ENTE DE COOPERACION RECIPROCA","200.000,00","18.831,63","100.801,39","99.198,61","23.289,56","100.801,39","0,00"
1.03.05.01.02.00.000,a entes intercomunales,"30.000,00","0,00","0,00","30.000,00","0,00","0,00","0,00"
1.03.05.01.04.00.000,OTROS DE SECTOR PUBLICO,"30.000,00","0,00","0,00","30.000,00","0,00","0,00","0,00"
1.03.05.01.05.00.000,CONSERVACION DE FLORA Y FAUNA,"20.000,00","0,00","11.375,00","8.625,00","4.500,00","6.725,00","4.650,00"
1.03.05.01.07.01.000,FOMMEP,"54.000,00","0,00","0,00","54.000,00","0,00","0,00","0,00"
1.03.05.01.07.02.000,Otros gastos Policia,"30.000,00","1.810,00","12.980,00","17.020,00","3.905,00","10.420,00","2.560,00"
1.03.05.01.08.00.000,SUBSIDIOS A INSTITUCIONES LOCALES,"70.000,00","22.500,00","47.500,00","22.500,00","27.500,00","47.500,00","0,00"
1.03.05.02.01.00.000,Asistencia sectores carenciados,"300.000,00","13.920,00","128.374,46","171.625,54","0,00","57.874,83","70.499,63"
1.03.05.02.02.00.000,SERV. FUNEBRE Y COMPRA DE ATAUDES,"60.000,00","7.000,00","40.350,00","19.650,00","5.500,00","33.350,00","7.000,00"
1.03.05.02.03.00.000,SUBVENCIONES Y SUBSIDIOS,"440.000,00","52.372,10","234.987,44","205.012,56","68.717,00","159.100,59","75.886,85"
1.03.05.02.03.01.000,SUBSIDIOS VARIOS,"420.000,00","52.372,10","234.387,44","185.612,56","68.717,00","158.500,59","75.886,85"
1.03.05.02.03.01.001,BECAS POR ESTUDIOS,"20.000,00","0,00","0,00","20.000,00","0,00","0,00","0,00"
1.03.05.02.03.01.002,OTROS SUBSIDIOS,"300.000,00","41.062,10","185.063,44","114.936,56","56.107,00","111.576,59","73.486,85"
1.03.05.02.03.01.003,AYUDA ECONOMICA,"100.000,00","11.310,00","49.324,00","50.676,00","12.610,00","46.924,00","2.400,00"
1.03.05.02.03.02.000,SUBSIDIOS BOMBEROS VOLUNTARIOS,"20.000,00","0,00","600,00","19.400,00","0,00","600,00","0,00"
1.03.05.02.04.00.000,GASTOS DEPORTIVOS Y RECREACION,"1030.000,00","9.176,00","234.562,22","795.437,78","15.863,76","204.116,22","30.446,00"
1.03.05.02.04.01.000,FIESTAS PATRONALES,"300.000,00","0,00","0,00","300.000,00","0,00","0,00","0,00"
1.03.05.02.04.02.000,CARNAVALES INFANTILES,"350.000,00","0,00","0,00","350.000,00","0,00","0,00","0,00"
1.03.05.02.04.03.000,FIESTA DIA DE LA MADRE,"30.000,00","0,00","3.934,00","26.066,00","3.934,00","3.934,00","0,00"
1.03.05.02.04.04.000,OTROS EVENTOS DE RECREACION,"50.000,00","5.300,00","15.641,95","34.358,05","4.000,00","6.041,95","9.600,00"
1.03.05.02.04.05.000,"GASTOS DEPORTIVOS (FUTBOL, HOCKEY, VOLEY, ETC","100.000,00","3.876,00","36.426,82","63.573,18","6.801,70","16.240,82","20.186,00"
1.03.05.02.04.06.000,ESCUELAS MUNICIPALES DE VERANO E INVIERNO,"200.000,00","0,00","178.559,45","21.440,55","1.128,06","177.899,45","660,00"
1.03.05.02.05.00.000,GASTOS CULTURALES,"260.000,00","71.040,90","158.251,96","101.748,04","19.125,18","95.227,04","63.024,92"
1.03.05.02.05.01.000,MUSEO A CIELO ABIERTO,"150.000,00","40.818,78","72.359,78","77.640,22","8.480,98","40.021,98","32.337,80"
1.03.05.02.05.02.000,JORNADAS Y EVENTOS CULTURALES,"110.000,00","30.222,12","85.892,18","24.107,82","10.644,20","55.205,06","30.687,12"
1.03.05.02.06.00.000,OTROS,"100.000,00","5.214,65","17.217,66","82.782,34","7.245,34","14.803,22","2.414,44"
1.03.05.02.06.01.000,DEVOLUCIONES TASA A LA PROPIEDAD,"30.000,00","2.414,44","6.214,43","23.785,57","634,40","3.799,99","2.414,44"
1.03.05.02.06.02.000,DEVOLUCIONES IMPUESTOS A LOS AUTOMOTORES,"15.000,00","2.800,21","10.363,23","4.636,77","6.610,94","10.363,23","0,00"
1.03.05.02.06.03.000,DEVOLUCIONES VARIAS,"5.000,00","0,00","640,00","4.360,00","0,00","640,00","0,00"
1.03.05.02.06.04.000,DEVOLUCION CONVENIO GAS ORD. 558/2011,"50.000,00","0,00","0,00","50.000,00","0,00","0,00","0,00"
1.03.05.02.07.00.000,CREDITO ADICIONAL PARA ESFUERZO DE PARTIDA,"1115.000,00","0,00","0,00","1115.000,00","0,00","0,00","0,00"
1.03.05.02.08.00.000,EGRESOS PLAN SUMAR,"30.000,00","0,00","0,00","30.000,00","0,00","0,00","0,00"
1.03.05.02.09.00.000,PROGRAMAS DE EMPLEOS MUNICIPALES,"6000.000,00","963.238,99","1336.431,44","4663.568,56","370.328,81","373.192,45","963.238,99"
1.03.05.02.10.00.000,CONCEJO MUNICIPAL DE LA MUJER,"3.000,00","0,00","0,00","3.000,00","0,00","0,00","0,00"
1.03.05.02.11.00.000,DEUDAS EJERCICIOS ANTERIORES,"5000.000,00","2.500,00","2423.370,42","2576.629,58","5.534,00","2371.070,16","52.300,26"
2.00.00.00.00.00.000,EROGACIONES DE CAPITAL,"46735.000,00","3305.522,05","12983.815,07","33751.184,93","3311.952,84","11588.129,95","1395.685,12"
2.01.00.00.00.00.000,INVERSION FISICA,"27610.000,00","2240.877,04","4414.486,33","23195.513,67","1912.270,38","3689.058,49","725.427,84"
2.01.07.00.00.00.000,BIENES DE CAPITAL,"2770.000,00","1477.461,05","2282.217,65","487.782,35","1490.613,40","2281.177,65","1.040,00"
2.01.07.01.00.00.000,MAQUINARIAS Y EQUIPOS,"930.000,00","118.201,05","732.445,25","197.554,75","118.201,05","732.445,25","0,00"
2.01.07.02.00.00.000,MUEBLES Y EQUIPO DE OFICINA,"200.000,00","0,00","60.098,22","139.901,78","980,00","60.098,22","0,00"
2.01.07.03.00.00.000,MEDIOS DE TRANSPORTE,"1350.000,00","1349.000,00","1349.000,00","1.000,00","1349.000,00","1349.000,00","0,00"
2.01.07.05.00.00.000,COLECCIONES Y ELEMENTOS PARA BIBLIOTECA Y MS.,"20.000,00","0,00","1.000,00","19.000,00","0,00","1.000,00","0,00"
2.01.07.06.00.00.000,HERRAMIENTAS Y SIMILARES,"50.000,00","2.720,00","48.200,41","1.799,59","3.232,35","48.200,41","0,00"
2.01.07.07.00.00.000,TERRENOS,"10.000,00","0,00","0,00","10.000,00","0,00","0,00","0,00"
2.01.07.09.01.00.000,BIENES DE CAPITAL SEGURIDAD CIUDADANA,"60.000,00","1.040,00","45.805,86","14.194,14","12.000,00","44.765,86","1.040,00"
2.01.07.09.03.00.000,OTROS BIENES DE CAPITAL,"50.000,00","6.500,00","39.817,91","10.182,09","7.200,00","39.817,91","0,00"
2.01.07.10.00.00.000,DEUDAS P/BIENES DE CAPITAL EJ.ANT.,"100.000,00","0,00","5.850,00","94.150,00","0,00","5.850,00","0,00"
2.01.07.11.00.00.000,CREDITO ADICIONAL P/REFUERZO DE PARTIDA,"0,00","0,00","0,00","0,00","0,00","0,00","0,00"
2.01.08.00.00.00.000,TRABAJOS PUBLICOS,"24840.000,00","763.415,99","2132.268,68","22707.731,32","421.656,98","1407.880,84","724.387,84"
2.01.08.01.02.00.000,POR ADMINISTRACION,"24840.000,00","763.415,99","2132.268,68","22707.731,32","421.656,98","1407.880,84","724.387,84"
2.01.08.01.02.01.000,OBRA:Alumbrado Publico (cont por mejoras),"400.000,00","2.981,44","17.681,44","382.318,56","17.681,44","17.681,44","0,00"
2.01.08.01.02.02.000,obra cordon cuneta (cont por mejoras),"1000.000,00","0,00","0,00","1000.000,00","0,00","0,00","0,00"
2.01.08.01.02.04.000,OBRA:Polideportivo centro (mant e intalacione,"300.000,00","0,00","0,00","300.000,00","0,00","0,00","0,00"
2.01.08.01.02.05.000,OBRA:Mantenimiento Salon Municipal,"250.000,00","10.025,00","23.525,00","226.475,00","23.525,00","23.525,00","0,00"
2.01.08.01.02.06.000,OBRA:Mejoramiento Espacios Verdes,"850.000,00","588.570,91","754.162,34","95.837,66","246.787,53","287.708,33","466.454,01"
2.01.08.01.02.07.000,OBRA:Mantenimineto de Calles en general,"3000.000,00","3.557,08","158.169,58","2841.830,42","48.269,58","50.169,58","108.000,00"
2.01.08.01.02.08.000,OBRA:Mantenimiento Y Mej Edif Pub Municipales,"590.000,00","83.762,25","213.347,04","376.652,96","24.348,96","143.246,04","70.101,00"
2.01.08.01.02.08.002,Obra:Mantenimiento y Mej Edif Seg Ciud.,"90.000,00","1.462,45","1.867,45","88.132,55","1.462,45","1.867,45","0,00"
2.01.08.01.02.08.003,Obra:Mant y Mej. Otros Edif Municipales,"250.000,00","8.969,50","33.934,76","216.065,24","2.759,70","18.934,26","15.000,50"
2.01.08.01.02.08.004,Obra:Mantenimiento y Mejora Sede Edif Munic.,"250.000,00","73.330,30","177.544,83","72.455,17","20.126,81","122.444,33","55.100,50"
2.01.08.01.02.09.000,OBRA: Mantenimiento Alumbrado Publico,"1100.000,00","52.321,51","174.847,59","925.152,41","32.912,59","149.322,49","25.525,10"
2.01.08.01.02.11.000,OBRA Mantenim.y mejoras de otros edif locales,"100.000,00","2.209,00","4.323,00","95.677,00","2.759,00","4.323,00","0,00"
2.01.08.01.02.12.000,OBRA costanera municipal etapa II,"1500.000,00","0,00","0,00","1500.000,00","0,00","0,00","0,00"
2.01.08.01.02.13.000,Obras Menores,"800.000,00","18.898,84","383.223,84","416.776,16","14.354,24","356.119,24","27.104,60"
2.01.08.01.02.14.000,Deudas de Obras Ejercicio Anterior,"1350.000,00","0,00","364.732,82","985.267,18","9.842,00","346.144,69","18.588,13"
2.01.08.01.02.16.000,Obra:Gas Nat(B. Centro.Cig.Valle Sol.M.Golf),"7000.000,00","0,00","0,00","7000.000,00","0,00","0,00","0,00"
2.01.08.01.02.17.000,obra Playon Deportivo L.LUGONES (EL TALAR),"100.000,00","457,00","850,00","99.150,00","342,00","735,00","115,00"
2.01.08.01.02.18.000,obra Convenio Gobierno de la Provincia,"1500.000,00","0,00","0,00","1500.000,00","0,00","0,00","0,00"
2.01.08.01.02.19.000,OBRAS Convenios - Gobierno de la Nacion,"1500.000,00","0,00","0,00","1500.000,00","0,00","0,00","0,00"
2.01.08.01.02.20.000,Obra Fondo Fderal Solidario,"1500.000,00","0,00","0,00","1500.000,00","0,00","0,00","0,00"
2.01.08.01.02.21.000,Obra Mantenimiento escuelas(FOMEDEEP),"250.000,00","632,96","17.406,03","232.593,97","834,64","8.906,03","8.500,00"
2.01.08.01.02.22.000,F.D.Urbano C.C.V. del Sol,"1650.000,00","0,00","20.000,00","1630.000,00","0,00","20.000,00","0,00"
2.01.08.01.02.23.000,Obra Ambiente- Reciclado,"100.000,00","0,00","0,00","100.000,00","0,00","0,00","0,00"
2.01.08.01.02.24.000,Plan remodelacion de plazas,"0,00","0,00","0,00","0,00","0,00","0,00","0,00"
2.01.08.01.02.25.000,fondo desarrollo urbano 2017,"0,00","0,00","0,00","0,00","0,00","0,00","0,00"
2.03.00.00.00.00.000,AMORTIZACION DE LA DEUDA,"19125.000,00","1064.645,01","8569.328,74","10555.671,26","1399.682,46","7899.071,46","670.257,28"
2.03.10.00.00.00.000,AMORTIZACION DE LA DEUDA,"19125.000,00","1064.645,01","8569.328,74","10555.671,26","1399.682,46","7899.071,46","670.257,28"
2.03.10.02.02.00.000,OTROS BCO.PCIA.CBA. Y/O macro,"120.000,00","30.553,42","30.553,42","89.446,58","30.553,42","30.553,42","0,00"
2.03.10.02.03.00.000,AMORTIZACION DEUDA PACTO FISCAL III,"160.000,00","31.611,85","41.489,65","118.510,35","31.611,85","41.489,65","0,00"
2.03.10.02.04.00.000,AMORTIZACION DEUDAS PROVEEDORES VARIOS,"800.000,00","0,00","728.059,40","71.940,60","0,00","57.802,12","670.257,28"
2.03.10.02.05.00.000,AMORTIZACION CREDITO FONDO PERMANENTE,"500.000,00","35.000,00","210.000,00","290.000,00","35.000,00","210.000,00","0,00"
2.03.10.02.06.00.000,Amortizacion Anticipos de CooparticipM-^Ecion,"1500.000,00","138.888,89","900.000,01","599.999,99","277.777,78","900.000,01","0,00"
2.03.10.02.07.00.000,AMORTIZACION JUICIO MSB CONST MUNICIPALIDAD,"8600.000,00","828.590,85","3260.331,26","5339.668,74","1024.739,41","3260.331,26","0,00"
2.03.10.02.08.00.000,AMORTIZACION DEUDA CATASTROFE CLIMATOLOGICA,"6900.000,00","0,00","3398.895,00","3501.105,00","0,00","3398.895,00","0,00"
2.03.10.02.09.00.000,Amortizacion Fondo Desarrollo Urbano,"495.000,00","0,00","0,00","495.000,00","0,00","0,00","0,00"
2.03.10.04.02.00.000,OTROS CREDITOS-BID,"50.000,00","0,00","0,00","50.000,00","0,00","0,00","0,00"
3.00.00.00.00.00.000,Salud Erogaciones Corrientes,"2916.180,00","394.268,72","1616.865,33","1299.314,67","325.302,18","1281.286,04","335.579,29"
3.01.00.00.00.00.000,Funcionamiento,"2616.180,00","327.777,59","1481.128,68","1135.051,32","260.556,66","1212.040,52","269.088,16"
3.01.01.00.00.00.000,Personal,"988.180,00","65.196,98","237.876,86","750.303,14","130.393,96","237.876,86","0,00"
3.01.01.01.01.00.000,Sueldos Basicos,"762.180,00","61.697,00","215.008,00","547.172,00","123.394,00","215.008,00","0,00"
3.01.01.01.01.01.000,Director de Centro de Salud Municipal,"84.000,00","7.000,00","19.000,00","65.000,00","14.000,00","19.000,00","0,00"
3.01.01.01.01.02.000,Personal,"181.500,00","10.631,00","41.512,00","139.988,00","21.262,00","41.512,00","0,00"
3.01.01.01.01.02.010,Jefe Depart Adm Centro de Salud (24),"121.500,00","10.631,00","41.512,00","79.988,00","21.262,00","41.512,00","0,00"
3.01.01.01.01.02.011,Subsecretaria de Salud Municipal,"60.000,00","0,00","0,00","60.000,00","0,00","0,00","0,00"
3.01.01.01.01.04.000,Personal auxiliar administrativo,"201.192,00","18.212,00","69.956,00","131.236,00","36.424,00","69.956,00","0,00"
3.01.01.01.01.04.009,Auxiliar Administrativo IX (9),"201.192,00","18.212,00","69.956,00","131.236,00","36.424,00","69.956,00","0,00"
3.01.01.01.01.05.000,Personal Administrativo de Ejecucion,"196.992,00","25.854,00","84.540,00","112.452,00","51.708,00","84.540,00","0,00"
3.01.01.01.01.05.001,Administrativo de Ejecucion II(cat8),"196.992,00","25.854,00","84.540,00","112.452,00","51.708,00","84.540,00","0,00"
3.01.01.01.01.08.000,Personal de Sanidad,"98.496,00","0,00","0,00","98.496,00","0,00","0,00","0,00"
3.01.01.01.01.08.003,Auxiliar Tecnico Asistencial I (8),"98.496,00","0,00","0,00","98.496,00","0,00","0,00","0,00"
3.01.01.02.01.00.000,Retribuciones,"126.000,00","3.499,98","22.868,86","103.131,14","6.999,96","22.868,86","0,00"
3.01.01.02.01.01.000,Personal Contratado CTRO sALUD cENTRO,"42.000,00","0,00","6.840,87","35.159,13","0,00","6.840,87","0,00"
3.01.01.02.01.02.000,Personal Contratado Ctro Salud El Talar,"42.000,00","0,00","2.028,07","39.971,93","0,00","2.028,07","0,00"
3.01.01.02.01.03.000,Personal Contratado dearrollo Social,"42.000,00","3.499,98","13.999,92","28.000,08","6.999,96","13.999,92","0,00"
3.01.01.06.00.00.000,Credito Adicional para inc salariales,"100.000,00","0,00","0,00","100.000,00","0,00","0,00","0,00"
3.01.02.00.00.00.000,Bienes de consumo Salud,"440.000,00","26.629,20","216.055,51","223.944,49","13.830,20","178.038,60","38.016,91"
3.01.02.01.01.00.000,Medicamentos e insumos hospitalarios Centro,"86.000,00","3.442,00","12.235,90","73.764,10","3.442,00","10.014,96","2.220,94"
3.01.02.01.02.00.000,eLEMENTOS DE cAFETERIA Y LIMPIEZA cENTRO,"15.000,00","1.371,00","4.178,00","10.822,00","1.235,00","3.152,00","1.026,00"
3.01.02.01.03.00.000,Utiles Impres. Digitalizacion y Papeleria CEN,"30.000,00","0,00","16.000,00","14.000,00","0,00","16.000,00","0,00"
3.01.02.01.04.00.000,Consumos varios CENTRO SALUD CENTRO,"50.000,00","0,00","1.960,00","48.040,00","0,00","1.960,00","0,00"
3.01.02.01.05.00.000,indumentaria al Personal Centro,"40.000,00","8.260,00","9.353,80","30.646,20","0,00","1.093,80","8.260,00"
